Navn,Hold,Position,Pris,Startpris,Vækst Runde 1,Vækst Runde 2,Vækst Runde 3,Vækst%,Runde1-points,Popularitet%,UdeAfSpil,Skadet
Can Uzun,Tyrkiet,ANG,3546000,3500000,-5000,9000,42000,1.31,0,0.17,Nej,Nej
Deniz Gül,Tyrkiet,ANG,2503000,2500000,-1000,9000,-5000,0.12,0,0.11,Nej,Nej
Francisco Trincao,Portugal,ANG,4032000,4000000,-5000,42000,-5000,0.80,0,0.15,Nej,Nej
Francisco Conceicao,Portugal,ANG,5559000,5500000,12000,52000,-5000,1.07,0,0.41,Nej,Nej
Rafael Leão,Portugal,ANG,5691000,5500000,12000,167000,12000,3.47,0,1.44,Nej,Nej
Goncalo Ramos,Portugal,ANG,5002000,5000000,12000,-5000,-5000,0.04,0,0.49,Nej,Nej
Goncalo Guedes,Portugal,ANG,2485000,2500000,-5000,-5000,-5000,-0.60,0,0.11,Nej,Nej
João Felix,Portugal,ANG,4579000,4500000,-5000,72000,12000,1.76,0,0.95,Nej,Nej
Pedro Neto,Portugal,ANG,5148000,5000000,74000,62000,12000,2.96,0,0.66,Nej,Nej
Tomas Chory,Tjekkiet,ANG,2969000,3000000,-17000,-5000,-9000,-1.03,0,0.02,Nej,Nej
Patrik Schick,Tjekkiet,ANG,4524000,4500000,9000,24000,-9000,0.53,0,0.61,Nej,Nej
Jan Kliment,Tjekkiet,ANG,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Cristiano Ronaldo,Portugal,ANG,7471000,7000000,14000,435000,22000,6.73,0,6.78,Nej,Nej
Mojmir Chytil,Tjekkiet,ANG,2489000,2500000,-1000,-5000,-5000,-0.44,0,0.00,Nej,Nej
Jan Kuchta,Tjekkiet,ANG,2485000,2500000,-5000,-5000,-5000,-0.60,0,0.02,Nej,Nej
Adam Hlozek,Tjekkiet,ANG,2498000,2500000,-7000,22000,-17000,-0.08,0,0.09,Nej,Nej
Joel Monteiro,Schweiz,ANG,2500000,2500000,0,0,0,0.00,0,0.00,Ja,Nej
Dan Ndoye,Schweiz,ANG,4126000,4000000,42000,52000,32000,3.15,0,0.93,Nej,Nej
Mohamed Zeki Amdouni,Schweiz,ANG,3494000,3500000,4000,-5000,-5000,-0.17,0,0.05,Nej,Nej
Christian Fassnacht,Schweiz,ANG,3022000,3000000,-5000,-5000,32000,0.73,0,0.03,Nej,Nej
Ruben Vargas,Schweiz,ANG,4000000,3500000,32000,299000,169000,14.29,0,0.25,Nej,Nej
Andi Zeqiri,Schweiz,ANG,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Cedric Itten,Schweiz,ANG,2071000,2000000,-5000,44000,32000,3.55,0,0.07,Nej,Nej
Breel Embolo,Schweiz,ANG,5375000,5000000,139000,112000,124000,7.50,0,1.71,Nej,Nej
